Timestamp,ViolationType,Confidence,SnapshotPath
2025-10-03 17:53:48,no_helmet,0.83,snapshots\20251003_175348_no_helmet.jpg
2025-10-03 17:53:48,no_helmet,0.83,snapshots\20251003_175348_no_helmet.jpg
2025-10-03 17:53:49,no_helmet,0.81,snapshots\20251003_175349_no_helmet.jpg
2025-10-03 17:53:50,no_helmet,0.79,snapshots\20251003_175350_no_helmet.jpg
2025-10-03 17:53:50,no_helmet,0.77,snapshots\20251003_175350_no_helmet.jpg
2025-10-03 17:53:51,no_helmet,0.78,snapshots\20251003_175351_no_helmet.jpg
2025-10-03 17:53:51,no_helmet,0.73,snapshots\20251003_175351_no_helmet.jpg
2025-10-03 17:53:52,no_helmet,0.75,snapshots\20251003_175352_no_helmet.jpg
2025-10-03 17:53:53,no_helmet,0.78,snapshots\20251003_175353_no_helmet.jpg
2025-10-03 17:55:22,no_helmet,0.62,snapshots\20251003_175522_no_helmet.jpg
2025-10-03 17:55:24,no_helmet,0.62,snapshots\20251003_175524_no_helmet.jpg
2025-10-03 17:55:25,no_helmet,0.61,snapshots\20251003_175525_no_helmet.jpg
2025-10-03 17:55:26,no_helmet,0.62,snapshots\20251003_175526_no_helmet.jpg
2025-10-03 17:55:27,no_helmet,0.58,snapshots\20251003_175527_no_helmet.jpg
2025-10-03 17:55:28,no_helmet,0.55,snapshots\20251003_175528_no_helmet.jpg
2025-10-03 17:55:28,no_helmet,0.60,snapshots\20251003_175528_no_helmet.jpg
2025-10-03 17:55:29,no_helmet,0.60,snapshots\20251003_175529_no_helmet.jpg
2025-10-03 17:55:30,no_helmet,0.60,snapshots\20251003_175530_no_helmet.jpg
2025-10-03 17:55:30,no_helmet,0.61,snapshots\20251003_175530_no_helmet.jpg
2025-10-03 17:55:31,no_helmet,0.64,snapshots\20251003_175531_no_helmet.jpg
2025-10-03 17:55:32,no_helmet,0.64,snapshots\20251003_175532_no_helmet.jpg
2025-10-03 17:55:32,no_helmet,0.67,snapshots\20251003_175532_no_helmet.jpg
2025-10-03 17:55:33,no_helmet,0.65,snapshots\20251003_175533_no_helmet.jpg
2025-10-03 17:55:33,no_helmet,0.66,snapshots\20251003_175533_no_helmet.jpg
2025-10-03 17:55:34,no_helmet,0.66,snapshots\20251003_175534_no_helmet.jpg
2025-10-03 17:55:35,no_helmet,0.66,snapshots\20251003_175535_no_helmet.jpg
2025-10-03 17:55:35,no_helmet,0.67,snapshots\20251003_175535_no_helmet.jpg
2025-10-03 17:55:36,no_helmet,0.68,snapshots\20251003_175536_no_helmet.jpg
2025-10-03 19:32:14,no_helmet,0.56,snapshots\20251003_193214_no_helmet.jpg
2025-10-03 19:32:14,no_helmet,0.54,snapshots\20251003_193214_no_helmet.jpg
2025-10-03 19:32:16,no_helmet,0.59,snapshots\20251003_193216_no_helmet.jpg
2025-10-03 19:32:16,no_helmet,0.55,snapshots\20251003_193216_no_helmet.jpg
2025-10-03 19:32:16,no_vest,0.53,snapshots\20251003_193216_no_vest.jpg
2025-10-03 19:32:17,no_helmet,0.55,snapshots\20251003_193217_no_helmet.jpg
