epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4272.48,1.76097,3.57921,1.76863,0.53646,0.20307,0.26549,0.12323,1.85109,2.80558,1.73843,0.0700401,0.00332888,0.00332888
2,8709.62,1.75589,3.07746,1.78498,0.4091,0.30408,0.27102,0.1158,2.00396,2.51133,1.89164,0.0393805,0.00600265,0.00600265
