epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1327.08,1.19713,0.98461,1.16625,0.93652,0.73896,0.80069,0.44611,1.49238,0.82926,1.11996,0.000940855,0.000940855,0.000940855
24,1382.94,1.16973,0.94959,1.14432,0.9449,0.77987,0.83158,0.43536,1.50828,0.81073,1.16047,0.000907848,0.000907848,0.000907848
25,1438.09,1.17032,0.94715,1.14938,0.91294,0.74633,0.81653,0.42632,1.57056,0.86831,1.15363,0.000874842,0.000874842,0.000874842
26,1492.94,1.17368,0.94206,1.14916,0.95882,0.71941,0.81365,0.41074,1.60993,0.89122,1.15418,0.000841835,0.000841835,0.000841835
27,1546.42,1.15331,0.90337,1.13772,0.96483,0.73426,0.8107,0.44175,1.55246,0.78654,1.16817,0.000808828,0.000808828,0.000808828
28,1601.62,1.13902,0.9031,1.13087,0.89851,0.79195,0.83309,0.45574,1.54868,0.76928,1.15256,0.000775822,0.000775822,0.000775822
29,1657,1.12561,0.87778,1.12148,0.96722,0.71656,0.81622,0.44577,1.56637,0.78525,1.14341,0.000742815,0.000742815,0.000742815
30,1711.96,1.11761,0.86087,1.11255,0.95165,0.77182,0.84706,0.46091,1.50296,0.70561,1.14283,0.000709809,0.000709809,0.000709809
31,1767.03,1.11883,0.84931,1.11586,0.97134,0.75482,0.81836,0.47285,1.40005,0.70511,1.08666,0.000676802,0.000676802,0.000676802
32,1823.06,1.09324,0.81878,1.09644,0.94809,0.76169,0.83732,0.49686,1.41296,0.71551,1.09239,0.000643795,0.000643795,0.000643795
33,1877.64,1.07085,0.7955,1.09409,0.93283,0.7851,0.83041,0.48036,1.46599,0.73293,1.11643,0.000610789,0.000610789,0.000610789
34,1932.6,1.06103,0.7881,1.09393,0.91406,0.80227,0.84758,0.46492,1.49461,0.67964,1.1214,0.000577782,0.000577782,0.000577782
35,1987.82,1.06873,0.78377,1.10256,0.95857,0.78416,0.84627,0.50932,1.35627,0.69983,1.08406,0.000544776,0.000544776,0.000544776
36,2042.9,1.04453,0.75995,1.08923,0.97467,0.74448,0.84976,0.48484,1.3677,0.66918,1.07181,0.000511769,0.000511769,0.000511769
37,2097.83,1.02243,0.75082,1.06794,0.99186,0.7712,0.84681,0.49407,1.34685,0.6718,1.07477,0.000478762,0.000478762,0.000478762
38,2152.5,1.01632,0.75237,1.07486,0.95651,0.79495,0.84613,0.50529,1.4132,0.65955,1.09695,0.000445756,0.000445756,0.000445756
39,2207.35,1.0005,0.7321,1.06663,0.95313,0.79533,0.85034,0.53307,1.27944,0.63472,1.03116,0.000412749,0.000412749,0.000412749
40,2263.39,1.01935,0.72151,1.06695,0.96742,0.78864,0.85385,0.48592,1.42678,0.66447,1.08592,0.000379743,0.000379743,0.000379743
41,2319.66,0.97643,0.64532,1.03277,0.95642,0.77392,0.84853,0.47462,1.46634,0.63879,1.10576,0.000346736,0.000346736,0.000346736
42,2372.62,0.97007,0.61298,1.02836,0.93266,0.80682,0.8481,0.51051,1.35768,0.62344,1.06388,0.000313729,0.000313729,0.000313729
43,2424.92,0.93802,0.604,1.01467,0.93325,0.82456,0.85839,0.51839,1.31769,0.60722,1.04778,0.000280723,0.000280723,0.000280723
44,2477.82,0.93235,0.60212,1.02003,0.95147,0.80682,0.86495,0.52766,1.36216,0.6,1.06058,0.000247716,0.000247716,0.000247716
45,2530.63,0.91082,0.59864,1.00673,0.94848,0.79787,0.85854,0.52922,1.32639,0.6118,1.05565,0.00021471,0.00021471,0.00021471
46,2584.06,0.91201,0.5814,1.00967,0.94574,0.79773,0.86814,0.51233,1.33961,0.60213,1.06758,0.000181703,0.000181703,0.000181703
47,2635.13,0.90019,0.56205,1.00199,0.94923,0.80227,0.85611,0.52399,1.30303,0.58976,1.05766,0.000148696,0.000148696,0.000148696
48,2688.87,0.88021,0.54854,0.98609,0.95112,0.80682,0.86109,0.53237,1.34353,0.58887,1.06114,0.00011569,0.00011569,0.00011569
49,2741.72,0.87679,0.55747,0.98806,0.9535,0.80203,0.86393,0.54607,1.27502,0.58072,1.0524,8.26832e-05,8.26832e-05,8.26832e-05
50,2794.5,0.85646,0.53655,0.97899,0.94932,0.80227,0.86485,0.5538,1.256,0.57015,1.03543,4.96766e-05,4.96766e-05,4.96766e-05
