Timestamp,Violation Type,Person ID,Frame,Helmet Conf,Vest Conf
2025-10-06 11:30:46,no_vest,0,0,0.0,0.0
2025-10-06 11:30:46,no_helmet,0,0,0.0,0.0
2025-10-06 11:30:38,no_vest,0,0,0.0,0.0
2025-10-06 11:30:38,no_helmet,0,0,0.0,0.0
2025-10-06 11:30:30,no_vest,0,0,0.0,0.0
2025-10-06 11:30:30,no_helmet,0,0,0.0,0.0
2025-10-06 11:30:21,no_vest,0,0,0.0,0.0
2025-10-06 11:30:21,no_helmet,0,0,0.0,0.0
2025-10-06 11:30:13,no_vest,0,0,0.0,0.0
2025-10-06 11:30:13,no_helmet,0,0,0.0,0.0
2025-10-06 11:30:13,no_vest,0,0,0.0,0.0
2025-10-06 11:30:13,no_helmet,0,0,0.0,0.0
2025-10-06 11:30:05,no_vest,0,0,0.0,0.0
2025-10-06 11:30:05,no_helmet,0,0,0.0,0.0
2025-10-06 11:30:05,no_vest,0,0,0.0,0.0
2025-10-06 11:30:05,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:57,no_vest,0,0,0.0,0.0
2025-10-06 11:29:57,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:57,no_vest,0,0,0.0,0.0
2025-10-06 11:29:57,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:49,no_vest,0,0,0.0,0.0
2025-10-06 11:29:49,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:49,no_vest,0,0,0.0,0.0
2025-10-06 11:29:49,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:46,no_vest,0,0,0.0,0.0
2025-10-06 11:29:46,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:42,no_vest,0,0,0.0,0.0
2025-10-06 11:29:42,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:38,no_vest,0,0,0.0,0.0
2025-10-06 11:29:38,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:34,no_vest,0,0,0.0,0.0
2025-10-06 11:29:34,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:27,no_vest,0,0,0.0,0.0
2025-10-06 11:29:27,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:27,no_vest,0,0,0.0,0.0
2025-10-06 11:29:27,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:27,no_vest,0,0,0.0,0.0
2025-10-06 11:29:27,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:19,no_vest,0,0,0.0,0.0
2025-10-06 11:29:19,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:10,no_vest,0,0,0.0,0.0
2025-10-06 11:29:10,no_helmet,0,0,0.0,0.0
2025-10-06 11:29:03,no_vest,0,0,0.0,0.0
2025-10-06 11:29:03,no_helmet,0,0,0.0,0.0
2025-10-06 11:28:55,no_vest,0,0,0.0,0.0
2025-10-06 11:28:55,no_helmet,0,0,0.0,0.0
2025-10-06 11:28:47,no_vest,0,0,0.0,0.0
2025-10-06 11:28:47,no_helmet,0,0,0.0,0.0
2025-10-06 11:28:38,no_vest,0,0,0.0,0.0
2025-10-06 11:28:38,no_helmet,0,0,0.0,0.0
2025-10-06 11:28:10,no_vest,0,0,0.0,0.0
2025-10-06 11:28:10,no_helmet,0,0,0.0,0.0
2025-10-06 11:28:02,no_vest,0,0,0.0,0.0
2025-10-06 11:28:02,no_helmet,0,0,0.0,0.0
