ID,Timestamp,Violation Type,Person ID,Frame,Helmet Conf,Vest Conf,Image Path
1,2025-10-07 17:07:57,no_vest,21,89,0.66,0.0,/violations/violation_20251007_170757_638787.jpg
2,2025-10-07 17:07:55,no_vest,19,61,0.76,0.0,/violations/violation_20251007_170755_731166.jpg
3,2025-10-07 17:07:54,no_helmet,12,38,0.0,0.43,/violations/violation_20251007_170754_179270.jpg
4,2025-10-07 17:07:53,no_helmet,3,21,0.0,0.32,/violations/violation_20251007_170753_001360.jpg
5,2025-10-07 17:07:51,"no_helmet, no_vest",2,5,0.31,0.0,/violations/violation_20251007_170751_932031.jpg
6,2025-10-07 16:29:32,no_vest,43,89,0.66,0.0,/violations/violation_20251007_162932_514936.jpg
7,2025-10-07 16:29:30,no_vest,41,61,0.76,0.0,/violations/violation_20251007_162930_637445.jpg
8,2025-10-07 16:29:29,no_helmet,34,38,0.0,0.43,/violations/violation_20251007_162929_138718.jpg
9,2025-10-07 16:29:28,no_helmet,25,21,0.0,0.32,/violations/violation_20251007_162928_031053.jpg
10,2025-10-07 16:29:27,"no_helmet, no_vest",24,5,0.31,0.0,/violations/violation_20251007_162927_062860.jpg
11,2025-10-07 16:26:11,no_vest,21,89,0.66,0.0,/violations/violation_20251007_162611_808467.jpg
12,2025-10-07 16:26:10,no_vest,19,60,0.76,0.0,/violations/violation_20251007_162610_090044.jpg
13,2025-10-07 16:26:08,no_helmet,12,37,0.0,0.43,/violations/violation_20251007_162608_691991.jpg
14,2025-10-07 16:26:07,no_helmet,3,20,0.0,0.32,/violations/violation_20251007_162607_676237.jpg
15,2025-10-07 16:26:06,no_vest,2,5,0.45,0.0,/violations/violation_20251007_162606_785881.jpg
16,2025-10-07 16:21:06,no_vest,21,89,0.66,0.0,/violations/violation_20251007_162106_087779.jpg
17,2025-10-07 16:21:04,no_vest,19,61,0.76,0.0,/violations/violation_20251007_162104_277764.jpg
18,2025-10-07 16:21:02,no_helmet,12,38,0.0,0.43,/violations/violation_20251007_162102_810343.jpg
19,2025-10-07 16:21:01,no_helmet,3,21,0.0,0.32,/violations/violation_20251007_162101_718387.jpg
20,2025-10-07 16:21:00,"no_helmet, no_vest",2,5,0.31,0.0,/violations/violation_20251007_162100_745747.jpg
21,2025-10-07 16:13:17,no_vest,65,88,0.66,0.0,/violations/violation_20251007_161317_222155.jpg
22,2025-10-07 16:13:15,no_vest,63,61,0.76,0.0,/violations/violation_20251007_161315_322672.jpg
23,2025-10-07 16:13:13,no_helmet,56,37,0.0,0.43,/violations/violation_20251007_161313_857439.jpg
24,2025-10-07 16:13:12,no_helmet,47,20,0.0,0.32,/violations/violation_20251007_161312_759758.jpg
25,2025-10-07 16:13:11,no_vest,46,5,0.45,0.0,/violations/violation_20251007_161311_849303.jpg
26,2025-10-07 16:09:12,no_vest,43,89,0.66,0.0,/violations/violation_20251007_160912_119871.jpg
27,2025-10-07 16:09:10,no_vest,41,60,0.76,0.0,/violations/violation_20251007_160910_137508.jpg
28,2025-10-07 16:09:08,no_helmet,34,37,0.0,0.43,/violations/violation_20251007_160908_556908.jpg
29,2025-10-07 16:09:07,no_helmet,25,20,0.0,0.32,/violations/violation_20251007_160907_428029.jpg
30,2025-10-07 16:09:06,no_vest,24,5,0.45,0.0,/violations/violation_20251007_160906_432734.jpg
31,2025-10-07 15:50:22,no_vest,21,89,0.66,0.0,/violations/violation_20251007_155022_359955.jpg
32,2025-10-07 15:50:20,no_vest,19,60,0.76,0.0,/violations/violation_20251007_155020_531054.jpg
33,2025-10-07 15:50:19,no_helmet,12,37,0.0,0.43,/violations/violation_20251007_155019_045463.jpg
34,2025-10-07 15:50:17,no_helmet,3,20,0.0,0.32,/violations/violation_20251007_155017_967881.jpg
35,2025-10-07 15:50:17,no_vest,2,6,0.45,0.0,/violations/violation_20251007_155017_049671.jpg
36,2025-10-07 14:37:51,no_vest,65,89,0.66,0.0,/violations/violation_20251007_143751_135628.jpg
37,2025-10-07 14:37:49,no_vest,63,60,0.76,0.0,/violations/violation_20251007_143749_190726.jpg
38,2025-10-07 14:37:47,no_helmet,56,37,0.0,0.43,/violations/violation_20251007_143747_586821.jpg
39,2025-10-07 14:37:46,no_helmet,47,20,0.0,0.32,/violations/violation_20251007_143746_474718.jpg
40,2025-10-07 14:37:45,no_vest,46,5,0.45,0.0,/violations/violation_20251007_143745_548532.jpg
41,2025-10-07 14:37:30,no_vest,43,89,0.66,0.0,/violations/violation_20251007_143730_799814.jpg
42,2025-10-07 14:37:28,no_vest,41,60,0.76,0.0,/violations/violation_20251007_143728_859906.jpg
43,2025-10-07 14:37:27,no_helmet,34,37,0.0,0.43,/violations/violation_20251007_143727_285636.jpg
44,2025-10-07 14:37:26,no_helmet,25,20,0.0,0.32,/violations/violation_20251007_143726_082800.jpg
45,2025-10-07 14:37:24,no_vest,24,5,0.45,0.0,/violations/violation_20251007_143724_994161.jpg
46,2025-10-07 14:31:14,no_vest,21,89,0.66,0.0,/violations/violation_20251007_143114_983448.jpg
47,2025-10-07 14:31:13,no_vest,19,61,0.76,0.0,/violations/violation_20251007_143113_035573.jpg
48,2025-10-07 14:31:11,no_helmet,12,38,0.0,0.43,/violations/violation_20251007_143111_525254.jpg
49,2025-10-07 14:31:10,no_helmet,3,21,0.0,0.32,/violations/violation_20251007_143110_423514.jpg
