timestamp,violation,confidence,severity,frame,location,person_id,metadata
2025-10-08 04:32:20,NO-Hardhat,0.9036270380020142,High,4,"(21.567291259765625,0.0,370.3873596191406,121.17936706542969)",1,None
2025-10-08 04:32:21,Person,1.0,None,5,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:21,NO-Safety Vest,0.913532018661499,Medium,5,"(0.0,0.0,385.62847900390625,387.7004089355469)",1,None
2025-10-08 04:32:21,NO-Hardhat,0.8930686712265015,High,5,"(20.389419555664062,0.0,364.449462890625,120.09939575195312)",1,None
2025-10-08 04:32:22,Person,1.0,None,6,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:22,NO-Safety Vest,0.9316859245300293,Medium,6,"(0.0,0.0,384.60272216796875,386.896240234375)",1,None
2025-10-08 04:32:23,Person,1.0,None,7,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:23,NO-Safety Vest,0.9115251302719116,Medium,7,"(0.0,0.0,379.6246337890625,386.28851318359375)",1,None
2025-10-08 04:32:23,NO-Hardhat,0.8652594685554504,High,7,"(25.112075805664062,0.0,376.7542724609375,114.89654541015625)",1,None
2025-10-08 04:32:23,NO-Mask,0.8018174171447754,Low,7,"(61.074920654296875,1.5369873046875,405.7048034667969,265.79559326171875)",1,None
2025-10-08 04:32:24,Person,0.0,None,8,"(0,0,0,0)",0,{'total_persons': 0}
2025-10-08 04:32:25,Person,0.0,None,9,"(0,0,0,0)",0,{'total_persons': 0}
2025-10-08 04:32:26,Person,1.0,None,10,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:26,NO-Safety Vest,0.8888602256774902,Medium,10,"(0.0,0.0,387.0277404785156,405.44989013671875)",1,None
2025-10-08 04:32:26,NO-Hardhat,0.887974739074707,High,10,"(79.92948913574219,0.0,423.52679443359375,196.95404052734375)",1,None
2025-10-08 04:32:26,NO-Mask,0.8482955098152161,Low,10,"(90.9580078125,10.675994873046875,430.51910400390625,286.5583801269531)",1,None
2025-10-08 04:32:27,Person,0.0,None,11,"(0,0,0,0)",0,{'total_persons': 0}
2025-10-08 04:32:28,Person,1.0,None,12,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:28,NO-Hardhat,0.8829069137573242,High,12,"(50.61384582519531,0.0,331.8704833984375,223.26953125)",1,None
2025-10-08 04:32:28,NO-Mask,0.8027918338775635,Low,12,"(67.92855834960938,20.107391357421875,344.1839294433594,307.8218078613281)",1,None
2025-10-08 04:32:30,Person,0.0,None,13,"(0,0,0,0)",0,{'total_persons': 0}
2025-10-08 04:32:31,Person,1.0,None,14,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:31,NO-Safety Vest,0.9382139444351196,Medium,14,"(0.0,0.0,284.77203369140625,387.0632019042969)",1,None
2025-10-08 04:32:31,NO-Hardhat,0.8955360651016235,High,14,"(0.0,0.0,262.9363098144531,128.58840942382812)",1,None
2025-10-08 04:32:31,NO-Mask,0.8290755748748779,Low,14,"(22.079055786132812,0.0,285.10430908203125,262.4537353515625)",1,None
2025-10-08 04:32:32,Person,1.0,None,15,"(0,0,0,0)",0,{'total_persons': 1}
2025-10-08 04:32:32,NO-Safety Vest,0.8065739274024963,Medium,15,"(0.0,0.0,390.12847900390625,367.63409423828125)",1,None
2025-10-08 04:32:33,Person,1.0,None,16,"(0,0,0,0)",0,{'total_persons': 1}
